Início do processo;Início da coleta;Fim da coleta;Concorrente;UF;Tentativas;Esperado;Coletado;Distinto;Tempo de coleta entre EAN;Tempo total de coleta;Tipo de erro;Mensagem de erro
2025-01-13 14:16:44;2025-01-13 14:30:04;2025-01-13 14:41:48;SERVIMED;RJ;1;9509;9509;9509;0,0740783526133137;704,411055;;
