Início do processo;Início da coleta;Fim da coleta;Concorrente;UF;Tentativas;Esperado;Coletado;Distinto;Tempo de coleta entre EAN;Tempo total de coleta;Tipo de erro;Mensagem de erro
2025-01-06 14:32:29;2025-01-06 14:57:03;2025-01-06 15:09:47;SERVIMED;MS;1;9140;9140;9140;0,08348449387308533;763,048274;;
