Início do processo;Início da coleta;Fim da coleta;Concorrente;UF;Tentativas;Esperado;Coletado;Distinto;Tempo de coleta entre EAN;Tempo total de coleta;Tipo de erro;Mensagem de erro
2025-02-19 11:17:14;2025-02-19 11:37:20;2025-02-19 11:55:21;SERVIMED;DF;1;12205;12205;12205;0,08856578402294142;1080,945394;;
