inicio_processo;inicio_coleta;fim_coleta;concorrente;uf;tentativas;esperado;coletado;distinto;tempo_coleta_ean;tempo_coleta_total;tipo_erro;msg_erro
2025-09-19 17:13:29;2025-09-19 17:19:42;2025-09-19 17:25:43;NAZARIA;MA;1;23297;23297;23297;0,015499931407477357;361,101902;;
