Início do processo;Início da coleta;Fim da coleta;Concorrente;UF;Tentativas;Esperado;Coletado;Distinto;Tempo de coleta entre EAN;Tempo total de coleta;Tipo de erro;Mensagem de erro
2025-01-23 11:17:00;2025-01-23 11:17:00;2025-01-23 11:35:16;SERVIMED;PR;1;10692;10692;10692;0,10250057753460531;1095,936175;;
