Início do processo;Início da coleta;Fim da coleta;Concorrente;UF;Tentativas;Esperado;Coletado;Distinto;Tempo de coleta entre EAN;Tempo total de coleta;Tipo de erro;Mensagem de erro
2025-01-10 12:27:51;2025-01-10 12:27:51;2025-01-10 12:39:08;SERVIMED;RJ;1;12100;12100;12100;0,05588646958677686;676,226282;;
