Início do processo;Início da coleta;Fim da coleta;Concorrente;UF;Tentativas;Esperado;Coletado;Distinto;Tempo de coleta entre EAN;Tempo total de coleta;Tipo de erro;Mensagem de erro
2025-01-23 11:40:58;2025-01-23 11:54:54;2025-01-23 12:07:23;SERVIMED;SP;1;12097;12097;12097;0,06191038166487559;748,929887;;
