inicio_processo;inicio_coleta;fim_coleta;concorrente;uf;tentativas;esperado;coletado;distinto;tempo_coleta_ean;tempo_coleta_total;tipo_erro;msg_erro
2025-09-19 17:13:29;2025-09-19 17:42:46;2025-09-19 17:48:24;NAZARIA;PA;1;19419;19419;19419;0,017380741026829395;337,51661;;
