Início do processo;Início da coleta;Fim da coleta;Concorrente;UF;Tentativas;Esperado;Coletado;Distinto;Tempo de coleta entre EAN;Tempo total de coleta;Tipo de erro;Mensagem de erro
2025-02-18 12:02:49;2025-02-18 12:02:49;2025-02-18 12:22:17;SERVIMED;SP;1;12181;12181;12181;0,0958833585091536;1167,95519;;
