Início do processo;Início da coleta;Fim da coleta;Concorrente;UF;Tentativas;Esperado;Coletado;Distinto;Tempo de coleta entre EAN;Tempo total de coleta;Tipo de erro;Mensagem de erro
2024-12-26 20:30:13;2024-12-26 20:41:18;2024-12-26 20:52:22;SERVIMED;MS;1;11004;11004;11004;0,060377554798255184;664,394613;;
