Início do processo;Início da coleta;Fim da coleta;Concorrente;UF;Tentativas;Esperado;Coletado;Distinto;Tempo de coleta entre EAN;Tempo total de coleta;Tipo de erro;Mensagem de erro
2025-01-07 13:27:21;2025-01-07 13:27:21;2025-01-07 13:40:25;SERVIMED;PR;1;10637;10637;10637;0,07368020560308358;783,736347;;
