Início do processo;Início da coleta;Fim da coleta;Concorrente;UF;Tentativas;Esperado;Coletado;Distinto;Tempo de coleta entre EAN;Tempo total de coleta;Tipo de erro;Mensagem de erro
2025-01-30 11:51:32;2025-01-30 12:06:58;2025-01-30 12:22:02;SERVIMED;RJ;1;11301;11301;11301;0,08003807778072737;904,510317;;
