Início do processo;Início da coleta;Fim da coleta;Concorrente;UF;Tentativas;Esperado;Coletado;Distinto;Tempo de coleta entre EAN;Tempo total de coleta;Tipo de erro;Mensagem de erro
2024-12-12 10:50:34;2024-12-12 10:50:34;2024-12-12 11:04:11;SERVIMED;PR;1;9861;9861;9861;0,08286034083764324;817,085821;;
