Início do processo;Início da coleta;Fim da coleta;Concorrente;UF;Tentativas;Esperado;Coletado;Distinto;Tempo de coleta entre EAN;Tempo total de coleta;Tipo de erro;Mensagem de erro
2025-01-28 11:39:03;2025-01-28 11:56:09;2025-01-28 12:15:30;SERVIMED;GO;1;12099;12099;12099;0,0960250060335565;1161,806548;;
